Id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genres,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,averageRating
1584,tvEpisode,James Risen,James Risen,0,2014,,29.0,Chuck O'Neil,24,,,director,Dan Amira,,,writer,11,"['Comedy', 'News', 'Talk-Show']",22.0,0,6122,TK,BZ,17278,7.9
1585,tvEpisode,The Law and Miss Aggie,The Law and Miss Aggie,0,1957,,23.0,Oscar Rudolph,23,1911.0,1991.0,"director,actor,assistant_director",Tom Seller,1913.0,1989.0,writer,22,"['Western', None, None]",13.0,1,5296,SH,WF,49082,8.4
1586,short,This Is the Way,This Is the Way,0,2014,,27.0,Giacomo Abbruzzese,7,,,"director,writer,editor",Giacomo Abbruzzese,,,"director,writer,editor",15,"['Biography', 'Documentary', 'Family']",4.0,0,5187,EC,BO,57075,7.1
1587,movie,Asylum Seekers,Asylum Seekers,0,2009,,90.0,Rania Ajami,963,,,"writer,director,producer",Rania Ajami,,,"writer,director,producer",14,"['Comedy', 'Fantasy', None]",283.0,0,1262,AI,SL,51786,4.9
1588,tvEpisode,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,0,2013,,43.0,Mark Tinker,490,1951.0,,"producer,director,writer",Shonda Rhimes,1970.0,,"writer,producer,director",21,"['Drama', 'Thriller', None]",238.0,0,-1,PG,YT,62372,8.3
1589,tvMovie,Aftershock: Beyond the Civil War,Aftershock: Beyond the Civil War,0,2006,,,David Padrusch,83,1970.0,,"producer,director,writer",Matt Koed,,,"producer,writer,assistant_director",32,"['Documentary', 'War', None]",2.0,1,4152,SV,RE,35617,7.7
1590,tvEpisode,Worst Best Man Speech,Worst Best Man Speech,0,2009,,22.0,Brit McAdams,44,,,"director,producer,writer",Joe Borden,,,"writer,miscellaneous,actor",21,"['Comedy', None, None]",21.0,1,963,TO,NU,62745,7.0
1591,movie,Jezís je normální!,Jezís je normální!,0,2008,,70.0,Tereza Nvotová,65,1988.0,,"actress,director,writer",Tereza Nvotová,1988.0,,"actress,director,writer",18,"['Documentary', None, None]",0.0,1,7393,EC,FR,48043,6.8
1592,movie,The Children Pay,The Children Pay,0,1916,,50.0,Lloyd Ingraham,26,1874.0,1956.0,"actor,director,writer",Anita Loos,1888.0,1981.0,"writer,producer,actress",16,"['Drama', None, None]",25.0,0,-1,VU,GL,15247,7.2
1593,tvEpisode,Charles the Magnificent,Charles the Magnificent,0,2017,,50.0,Robbie Pickering,47,,,"writer,director,actor",Leslie Bohem,1951.0,,"writer,producer,soundtrack",23,"['Crime', 'Drama', 'Fantasy']",45.0,0,3685,PM,HR,14918,8.1
1594,movie,Mensch,Mensch,0,2009,,87.0,Steve Suissa,100,1970.0,,"actor,director,writer",Stéphane Cabel,,,"writer,actor,director",6,"['Crime', 'Drama', None]",90.0,1,7793,GR,BL,1410,5.5
1595,short,2 Dogs Inside,2 Dogs Inside,0,2006,,21.0,Rob Weiermair,27,,,"actor,director,writer",P.D. Lankovsky,,,"art_department,writer,miscellaneous",13,"['Short', 'Thriller', None]",3.0,0,9637,GT,EH,50152,8.2
1596,movie,A Fine Romance,Cin cin,0,1992,,97.0,Gene Saks,236,1921.0,2015.0,"actor,director,assistant_director",François Billetdoux,1927.0,1991.0,"writer,actor,director",7,"['Comedy', 'Romance', None]",13.0,1,8587,GB,AZ,29889,5.1
1597,movie,Papa's Girl,Papa's Girl,0,1990,,,Luciano B. Carlos,6,,,"writer,director,actor",Jose Javier Reyes,,,"writer,director,actor",11,"['Comedy', 'Drama', None]",2.0,1,6368,MW,BW,32215,8.0
1598,tvEpisode,Going Down Syndrome,Going Down Syndrome,0,2010,,28.0,James Genn,24,1972.0,,"director,sound_department,producer",Sheri Elwood,,,"producer,writer,miscellaneous",19,"['Comedy', None, None]",10.0,0,3782,DZ,ZW,2051,7.7
1599,tvSeries,Time-Jam - Valérian & Laureline,Valérian & Laureline,0,2007,,26.0,Philippe Vidal,120,,,"animation_department,director,miscellaneous",Peter Berts,,,writer,20,"['Adventure', 'Animation', 'Family']",5.0,1,9019,AE,TC,13092,7.6
1600,tvEpisode,...Make Lemonade,...Make Lemonade,0,2016,,,Emma Freeman,24,,,"director,miscellaneous,producer",Jonathan Gavin,,,"producer,writer,actor",16,"['Comedy', 'Drama', None]",7.0,0,9374,BV,NG,48044,7.8
1601,tvSeries,Sophie: Schlauer als die Polizei,Sophie: Schlauer als die Polizei,0,1997,,90.0,Torsten C. Fischer,7,1963.0,,"director,writer,assistant_director",Frank Hemjeoltmanns,1965.0,,writer,32,"['Crime', None, None]",6.0,1,5705,KP,TC,11227,7.9
1602,tvEpisode,Loretta Lynn: Still a Mountain Girl,Loretta Lynn: Still a Mountain Girl,0,2016,,113.0,Vikram Jayanti,54,1955.0,,"producer,director,miscellaneous",Robin Bicknell,,,"producer,director,writer",35,"['Biography', 'Documentary', None]",12.0,0,-1,ML,AO,19970,7.8
1603,tvEpisode,Toad's Adventure,Toad's Adventure,0,2014,,11.0,David Stoten,6,,,"director,art_department,animation_department",Mark Huckerby,,,"writer,actor,producer",16,"['Animation', 'Comedy', 'Family']",5.0,0,1773,KR,MV,10866,7.0
1604,tvEpisode,Rachel Maddow,Rachel Maddow,0,2012,,,Chuck O'Neil,19,,,director,Rory Albanese,1977.0,,"producer,writer,actor",13,"['Comedy', 'News', 'Talk-Show']",19.0,0,9000,DO,EH,19083,6.8
1605,tvEpisode,The True Story of Braveheart,The True Story of Braveheart,0,2000,,46.0,SueAnn Fincke,10,,,"producer,director,assistant_director",Adam Hyman,,,"producer,editorial_department,miscellaneous",28,"['Documentary', 'History', 'Mystery']",3.0,1,8331,RW,CL,22512,6.3
1606,tvEpisode,Jasmine Guy,Jasmine Guy,0,2001,,,Lee Grant,47,1925.0,,"actress,director,producer",Donna Edge-Rachell,,,"producer,writer,director",11,"['Biography', 'Documentary', None]",33.0,1,2561,MY,HK,35793,4.2
1607,movie,Warrior Woman,Warrior Woman,0,2011,,97.0,Julie Reichert,18,,,"writer,director,actress",Julie Reichert,,,"writer,director,actress",13,"['Drama', None, None]",15.0,0,3393,MT,HT,27790,6.1
1608,tvMovie,The Strangers in 7A,The Strangers in 7A,0,1972,,74.0,Paul Wendkos,107,1925.0,2009.0,"director,producer,editor",Eric Roth,1945.0,,"producer,writer,actor",19,"['Crime', 'Drama', 'Thriller']",15.0,0,-1,TN,ML,26510,5.5
1609,tvEpisode,Back Ward,Back Ward,0,1997,,21.0,Jeffrey Fine,102,,,"director,producer,assistant_director",David Weddle,,,"producer,writer,miscellaneous",9,"['Horror', 'Thriller', None]",62.0,1,9218,LI,CY,44713,5.5
1610,tvMovie,Ruffian,Ruffian,0,2007,,85.0,Yves Simoneau,393,1955.0,,"director,producer,writer",Jim Burnstein,,,"producer,writer,actor",7,"['Biography', 'Drama', 'Sport']",360.0,0,564,AL,LI,48308,7.3
1611,tvEpisode,The Great Debate,The Great Debate,0,1999,,30.0,Andy Cadiff,61,,,"director,producer,cinematographer",Gary David Goldberg,1944.0,2013.0,"writer,producer,miscellaneous",16,"['Comedy', None, None]",26.0,1,4463,ZA,SI,44672,7.6
1612,movie,St. Pauli Nacht,St. Pauli Nacht,0,1999,,95.0,Sönke Wortmann,352,1959.0,,"director,writer,producer",Frank Göhre,1943.0,,"writer,director",15,"['Drama', None, None]",253.0,0,8745,HN,MQ,35907,6.2
1613,tvMovie,The Disciples,The Disciples,0,1999,,86.0,Kirk Wong,621,1949.0,,"actor,director,writer",John James McGuire,,,writer,13,"['Action', None, None]",294.0,1,6444,AT,TG,20567,3.2
1614,tvEpisode,Pepper's Blanket Is Missing,Pepper's Blanket Is Missing,0,2018,,,Niki Yang,9,1985.0,,"actress,director,art_department",Julia Pott,,,"writer,actress,producer",27,"['Adventure', 'Animation', 'Comedy']",5.0,0,4753,LI,GA,44598,7.9
1615,short,La petite souris,La petite souris,0,2007,,20.0,Cédric Walter,9,,,"producer,actor,assistant_director",Elodie Monlibert,1973.0,,"writer,director,actress",16,"['Short', None, None]",8.0,1,-1,PY,UG,6623,5.7
1616,tvEpisode,Say You'll Be Maztak,Say You'll Be Maztak,0,2012,,22.0,Kelly Harms,60,1974.0,,"actor,director,producer",Jeff Biederman,1971.0,,"producer,writer,miscellaneous",20,"['Action', 'Comedy', 'Fantasy']",50.0,1,-1,FR,RU,22196,8.4
1617,movie,Zhi fen shuang xiong,Zhi fen shuang xiong,0,1990,,99.0,Sammo Kam-Bo Hung,160,1952.0,,"actor,stunts,producer",Cheuk-Hon Szeto,,,"writer,director,sound_department",20,"['Action', 'Comedy', 'Thriller']",125.0,1,2629,SM,LB,22058,6.6
1618,tvSeries,La nuit des Molières,La nuit des Molières,0,1987,,,Nicolas Ferraro,7,,,"director,writer",Eric Laugérias,1963.0,,"actor,writer,soundtrack",20,"['Documentary', None, None]",3.0,0,1324,VI,QA,18306,7.3
1619,tvEpisode,Gung,Gung,0,2013,,,Iain Dilthey,5,1971.0,,"director,writer",Hans W. Geissendörfer,1941.0,,"writer,producer,director",4,"['Drama', 'Family', None]",0.0,1,8317,TG,GS,50851,5.2
1620,video,The Riddle,The Riddle,0,2007,,116.0,Brendan Foley,1722,,,"writer,producer,director",Brendan Foley,,,"writer,producer,director",10,"['Crime', 'Drama', 'Mystery']",266.0,0,2922,BF,DK,48896,5.0
1621,short,The Counter Jumper,The Counter Jumper,0,1922,,20.0,Larry Semon,14,1889.0,1928.0,"director,writer,actor",Larry Semon,1889.0,1928.0,"director,writer,actor",18,"['Comedy', 'Short', None]",1.0,0,819,NZ,IE,38279,5.6
1622,tvMiniSeries,Goldene Zeiten - Bittere Zeiten,Goldene Zeiten - Bittere Zeiten,0,1981,,336.0,Michael Braun,9,1930.0,2014.0,"director,writer,actor",Michael Braun,1930.0,2014.0,"director,writer,actor",31,"['Drama', None, None]",4.0,1,4690,GW,BH,40596,7.5
1623,movie,Ukroshchenie stroptivykh,Ukroshchenie stroptivykh,0,2009,,90.0,Igor Kalyonov,120,1967.0,,"producer,writer,director",Igor Kalyonov,1967.0,,"producer,writer,director",24,"['Comedy', None, None]",50.0,1,413,AD,MP,8905,4.3
1624,movie,Die Moskauer Prozesse,Die Moskauer Prozesse,0,2014,,84.0,Milo Rau,10,,,"director,writer",Milo Rau,,,"director,writer",21,"['Documentary', 'History', None]",6.0,1,1,NO,BW,46993,7.9
1625,tvEpisode,Tragedy on Rye,Tragedy on Rye,0,2002,,44.0,David Platt,121,,,"sound_department,director,producer",Dick Wolf,1946.0,,"writer,producer,miscellaneous",14,"['Crime', 'Drama', 'Mystery']",23.0,0,7775,LK,PF,5000,7.9
1626,tvEpisode,Maigret s'amuse,Maigret s'amuse,0,1983,,,René Lucot,9,1908.0,2003.0,"director,writer,actor",Serge Ganzl,,,"writer,actor",15,"['Crime', 'Drama', None]",9.0,1,-1,TH,FJ,52277,7.5
1627,tvEpisode,The Tutu Spell,The Tutu Spell,0,2007,,,Ken Diego,12,,,"assistant_director,director,producer",Lou Berger,1950.0,,"writer,soundtrack,music_department",14,"['Animation', 'Comedy', 'Family']",12.0,0,9166,MR,BV,53691,6.5
1628,short,La piscine,La piscine,0,2014,,9.0,Rosa Bursztein,5,1989.0,,"actress,director,writer",Rosa Bursztein,1989.0,,"actress,director,writer",10,"['Comedy', 'Drama', 'Short']",4.0,1,8998,TZ,SX,19812,6.8
1629,tvEpisode,Gone But Not Forgotten,Gone But Not Forgotten,0,2014,,44.0,Tucker Gates,1494,,,"director,producer,miscellaneous",Anthony Cipriano,1975.0,,"writer,miscellaneous",22,"['Drama', 'Horror', 'Mystery']",1044.0,1,9527,PF,ZW,17472,8.4
1630,tvEpisode,Beyond the Sea,Beyond the Sea,0,2010,,24.0,Christofer Graham,13,,,"art_department,assistant_director,director",Joe Casey,,,"writer,producer,miscellaneous",14,"['Action', 'Adventure', 'Animation']",7.0,0,3848,BB,BJ,61362,8.6
1631,movie,Red Rover,Red Rover,0,2003,,103.0,Marc S. Grenier,351,,,"producer,director,writer",Linda Cordeiro,,,writer,9,"['Horror', 'Thriller', None]",334.0,1,2000,GL,TR,27658,4.6
1632,short,La goula,La goula,0,1986,,34.0,Roger Guillot,6,1954.0,,"director,writer,editor",Roger Guillot,1954.0,,"director,writer,editor",8,"['Drama', 'Short', None]",1.0,1,9348,NF,LR,24459,7.0
1633,tvEpisode,Teen-Age Crime Wave,Teen-Age Crime Wave,0,1994,,,Trace Beaulieu,194,1958.0,,"writer,actor,soundtrack",Joel Hodgson,1960.0,,"writer,music_department,actor",19,"['Comedy', 'Sci-Fi', None]",40.0,0,8888,SI,ER,45366,7.7
1634,tvEpisode,Unnatural Alliances,Unnatural Alliances,0,2007,,21.0,Brandon Vietti,17,1974.0,,"art_department,producer,director",Keith Damron,,,"writer,miscellaneous",19,"['Action', 'Animation', 'Sci-Fi']",10.0,1,3931,BT,ZW,50477,7.9
1635,tvEpisode,April: Week Five,April: Week Five,0,2009,,25.0,Jim McKay,64,,,"director,producer,writer",Sarah Treem,,,"producer,writer",16,"['Drama', None, None]",9.0,0,2963,ES,AX,27222,8.4
1636,tvEpisode,The Ceremony,The Ceremony,0,2007,,,Michael Spiller,17,1961.0,,"director,producer,cinematographer",Bill Daly,,,"producer,writer,miscellaneous",12,"['Romance', None, None]",16.0,1,2895,CX,CU,58279,8.2
1637,short,Buchenwald: The Myth and Reality,Buchenwald - Heldenmythos und Lagerwirklichkeit,0,2015,,30.0,André Meier,13,,,"director,writer",André Meier,,,"director,writer",47,"['Documentary', 'Short', None]",2.0,0,3618,SE,KM,35524,6.8
1638,tvEpisode,Dave Marash,Dave Marash,0,2006,,,Jim Hoskinson,11,,,director,Michael Brumm,,,"writer,producer",11,"['Comedy', 'News', 'Talk-Show']",8.0,0,8651,MZ,MN,59353,7.1
1639,tvEpisode,Episode #1.5317,Episode #1.5317,0,2008,,,Cynthia J. Popp,8,1962.0,,"producer,director,miscellaneous",Bradley Bell,1964.0,,"writer,producer,soundtrack",15,"['Drama', 'Romance', None]",4.0,1,4499,TR,DM,59903,4.5
1640,movie,Teach Us All,Teach Us All,0,2017,,80.0,Sonia Lowman,53,,,"writer,director,producer",Sonia Lowman,,,"writer,director,producer",12,"['Documentary', None, None]",43.0,0,8233,KN,AQ,54000,6.7
1641,short,Moneta,Moneta,0,2014,,32.0,Jad Dani Ali Hassan,6,,,"editor,writer,director",Jad Dani Ali Hassan,,,"editor,writer,director",6,"['Drama', 'Short', 'Thriller']",3.0,1,-1,GA,EE,9297,8.9
1642,short,Pink Eye,Pink Eye,0,2009,,10.0,Brinton Bryan,13,1981.0,,"assistant_director,miscellaneous,producer",Brinton Bryan,1981.0,,"assistant_director,miscellaneous,producer",8,"['Comedy', 'Short', None]",8.0,1,3916,BA,TJ,61097,7.6
1643,movie,Heart of the Factory,Corazón de fabrica,0,2008,,129.0,Ernesto Ardito,14,,,"director,writer,producer",Ernesto Ardito,,,"director,writer,producer",18,"['Documentary', None, None]",2.0,0,1220,GU,RU,6183,8.1
1644,short,Window Cleaners,Window Cleaners,0,1940,,8.0,Jack King,562,1895.0,1958.0,"director,animation_department,miscellaneous",Carl Barks,1901.0,2000.0,"writer,animation_department",15,"['Animation', 'Family', 'Short']",157.0,1,9605,GP,TM,8823,7.0
1645,movie,Heller Tag,Heller Tag,0,1994,,85.0,Andre Nitzschke,6,,,"director,writer,assistant_director",Gabi Blauert,,,writer,10,"['Drama', None, None]",5.0,0,892,DK,GR,52965,8.0
1646,movie,Mantr,Mantr,0,2018,,127.0,Harshwardhan,5,,,"director,actor,writer",Harshwardhan,,,"director,actor,writer",5,"['Drama', None, None]",3.0,0,4162,MF,IQ,8434,7.6
1647,tvEpisode,The Goodbye Girl,The Goodbye Girl,0,1992,,23.0,Gerry Cohen,289,,,"director,miscellaneous,assistant_director",Stacie Lipp,1968.0,,"producer,writer,actress",16,"['Comedy', None, None]",231.0,1,6900,GI,WF,56838,7.8
1648,tvSeries,Colgate Theatre,Colgate Theatre,0,1958,,,Norman Tokar,11,1919.0,1979.0,"director,producer,writer",David Ahlers,,,"writer,producer",15,"[nan, None, None]",2.0,1,9149,PW,VU,17484,8.2
1649,movie,The Rescue,The Rescue,0,1988,,97.0,Ferdinand Fairfax,993,1944.0,2008.0,"director,writer,assistant_director",Jim Thomas,,,"writer,producer,location_management",10,"['Action', 'Adventure', 'Drama']",369.0,0,6462,GE,NR,22073,5.5
1650,movie,Qui vive,Qui vive,0,2001,,95.0,Frans Weisz,63,1938.0,,"director,writer,actor",Judith Herzberg,1934.0,,"writer,miscellaneous",8,"['Drama', None, None]",27.0,1,5012,MM,AU,9119,6.9
1651,tvEpisode,Kitty Karry-All Is Missing,Kitty Karry-All Is Missing,0,1969,,25.0,John Rich,104,1925.0,2012.0,"director,producer,miscellaneous",Sherwood Schwartz,1916.0,2011.0,"writer,producer,music_department",26,"['Comedy', 'Family', None]",73.0,1,1731,BI,TD,53144,6.7
1652,movie,Ein schmaler Grat,Ein schmaler Grat,0,2013,,90.0,Daniel Harrich,21,1983.0,,"producer,director,writer",Daniel Harrich,1983.0,,"producer,director,writer",17,"['Drama', 'Thriller', None]",19.0,0,7885,BG,SA,62550,6.8
1653,tvEpisode,Mork in Wonderland: Part 2,Mork in Wonderland: Part 2,0,1979,,30.0,Howard Storm,61,1939.0,,"director,actor,producer",Garry Marshall,1934.0,2016.0,"writer,producer,actor",26,"['Comedy', 'Family', 'Sci-Fi']",47.0,1,6,AQ,NC,16479,6.1
1654,movie,Gitarren klingen leise durch die Nacht,Gitarren klingen leise durch die Nacht,0,1960,,84.0,Hans Deppe,16,1897.0,1969.0,"director,actor,producer",Janne Furch,1915.0,1992.0,"writer,actress,soundtrack",38,"['Comedy', 'Romance', None]",9.0,1,9057,MX,VN,22156,4.4
1655,movie,Daagudumootalu,Daagudumootalu,0,1964,,,Adurthi Subba Rao,5,1912.0,1975.0,"director,writer,producer",Venkata Ramana Mullapoodi,1931.0,2011.0,"writer,producer",14,"['Drama', None, None]",1.0,1,5146,SC,UZ,34546,6.9
1656,video,The Big Green,The Big Green,0,2005,,14.0,Mark E. Poole,16,,,"producer,director,writer",Mark Poole,,,"writer,cinematographer,composer",13,"[nan, None, None]",7.0,1,1613,AI,WS,29742,6.4
1657,movie,Piled Higher and Deeper,Piled Higher and Deeper,0,2011,,67.0,Vahe Gabuchian,764,,,"director,producer,actor",Jorge Cham,,,"writer,producer,animation_department",23,"['Comedy', 'Drama', None]",395.0,0,-1,RO,KR,47616,6.9
1658,tvEpisode,Coby-Meppo no Ketsui! Garp Chuujou no Oyagokoro,Coby-Meppo no Ketsui! Garp Chuujou no Oyagokoro,0,2001,,,Kônosuke Uda,111,,,"director,assistant_director,miscellaneous",Eiichiro Oda,1975.0,,"writer,producer,actor",47,"['Action', 'Adventure', 'Animation']",18.0,1,8236,GU,AM,25375,6.8
1659,tvEpisode,Überschall,Überschall,0,2012,,47.0,Franco Tozza,21,,,"assistant_director,director,production_manager",Frank Koopmann,,,writer,10,"['Action', 'Crime', 'Drama']",21.0,0,1960,MS,ML,33103,7.7
1660,tvMovie,This Hour Has 22 Minutes: New Year's Eve Special,This Hour Has 22 Minutes: New Year's Eve Special,0,2003,,,Henry Sarwer-Foner,40,,,director,Mark Critch,1974.0,,"writer,actor,producer",48,"['Comedy', None, None]",16.0,0,6676,BV,MV,30967,5.6
1661,tvEpisode,Saoirse Ronan/Jeremy Stoppelman/Laura Ricciardi & Moira Demos/James Bay,Saoirse Ronan/Jeremy Stoppelman/Laura Ricciardi & Moira Demos/James Bay,0,2016,,,Jim Hoskinson,19,,,director,Michael Brumm,,,"writer,producer",71,"['Comedy', 'Talk-Show', None]",11.0,0,7575,LK,NC,19503,5.8
1662,movie,Asphalt,Asphalte,0,1959,,95.0,Hervé Bromberger,28,1918.0,1993.0,"director,writer,assistant_director",Jacques Sigurd,1920.0,1987.0,"writer,actor",8,"['Drama', None, None]",0.0,1,8822,AU,SO,40539,7.0
1663,tvSeries,Ordinace v ruzové zahrade 2,Ordinace v ruzové zahrade 2,0,2008,,60.0,Marián Kleis,53,1950.0,,"director,actor",Magdaléna Bittnerová,,,"writer,miscellaneous",27,"['Comedy', 'Drama', 'Romance']",52.0,1,7812,MK,HN,56386,2.7
1664,short,Counting the Days,Counting the Days,0,2008,,19.0,James Notari,7,,,"camera_department,editorial_department,visual_effects",James Notari,,,"camera_department,editorial_department,visual_effects",17,"['Drama', 'Short', None]",5.0,1,8700,BG,NE,22582,5.7
1665,movie,The Protector,The Protector,0,1985,,91.0,James Glickenhaus,3385,1950.0,,"director,writer,soundtrack",James Glickenhaus,1950.0,,"director,writer,soundtrack",13,"['Action', 'Crime', 'Thriller']",2232.0,0,5652,DE,PE,10321,5.7
1666,movie,Silent Witness,Quan min mu ji,0,2013,,119.0,Xing Fei,529,,,"director,writer",Xing Fei,,,"director,writer",14,"['Drama', None, None]",149.0,1,8079,CC,MG,10987,7.0
1667,tvEpisode,Drive Me Crazy,Drive Me Crazy,0,2006,,,Andy Cadiff,73,,,"director,producer,cinematographer",Rob Lotterstein,,,"producer,writer,miscellaneous",14,"['Comedy', 'Romance', None]",52.0,1,3310,SA,ER,35644,7.4
1668,tvSeries,Buba Shel Medina,Buba Shel Medina,0,2012,,25.0,Yossi Keren,12,,,"director,actor",Eli Ben-David,,,"writer,actor,editor",16,"['Comedy', None, None]",8.0,1,9478,BF,TG,52402,6.0
1669,tvEpisode,Man on the Ledge,Man on the Ledge,0,1955,,45.0,Lewis Allen,53,1905.0,2000.0,"director,production_manager,producer",Steve Fisher,1912.0,1980.0,"writer,producer",16,"['Drama', None, None]",21.0,1,1554,CM,LB,18417,7.0
1670,movie,Così è la vita,Così è la vita,0,1998,,108.0,Aldo Baglio,3470,1958.0,,"actor,writer,director",Aldo Baglio,1958.0,,"actor,writer,director",14,"['Adventure', 'Comedy', None]",1738.0,0,628,MV,SV,35786,6.9
1671,video,Shakira: Laundry Service - Washed and Dried,Shakira: Laundry Service - Washed and Dried,0,2002,,25.0,David Mayers,41,,,director,Shakira,1977.0,,"soundtrack,actress,composer",43,"['Music', 'Short', None]",16.0,0,5301,DM,GN,18719,8.7
1672,movie,Red Psalm,Még kér a nép,0,1972,,87.0,Miklós Jancsó,1112,1921.0,2014.0,"director,writer,actor",Gyula Hernádi,1926.0,2005.0,"writer,actor,miscellaneous",13,"['Drama', 'Musical', 'War']",737.0,1,187,EC,GM,46218,6.9
1673,movie,Lolly-Madonna XXX,Lolly-Madonna XXX,0,1973,,103.0,Richard C. Sarafian,450,1930.0,2013.0,"director,actor,writer",Rodney Carr-Smith,,,"writer,producer",17,"['Action', 'Crime', 'Drama']",305.0,1,4007,SC,TG,53571,6.5
1674,video,This Ain't the Expendables XXX,This Ain't the Expendables XXX,1,2012,,,Axel Braun,31,1966.0,,"director,writer,producer",Axel Braun,1966.0,,"director,writer,producer",30,"['Action', 'Adult', 'Comedy']",18.0,1,8306,MY,DE,52946,5.8
1675,short,Feeding Desire,Når lysterne tændes,0,2001,,35.0,Martin Strange-Hansen,52,1971.0,,"director,miscellaneous,writer",Martin Strange-Hansen,1971.0,,"director,miscellaneous,writer",19,"['Short', None, None]",51.0,0,183,MR,DZ,48882,5.8
1676,short,Stranded,Stranded,0,2006,,7.0,Lichelli Lazar-Lea,13,,,"miscellaneous,director,producer",Lichelli Lazar-Lea,,,"miscellaneous,director,producer",8,"['Drama', 'Short', None]",5.0,1,-1,TZ,MP,44197,8.2
1677,tvEpisode,Keine schöne Fahrt nach Rom,Keine schöne Fahrt nach Rom,0,1984,,58.0,Alfred Weidenmann,26,1916.0,2000.0,"director,writer,production_manager",Herbert Reinecker,1914.0,2007.0,writer,27,"['Crime', 'Drama', None]",21.0,0,8316,IO,RU,24310,7.1
1678,movie,The Nothing Factory,A Fábrica de Nada,0,2017,,177.0,Pedro Pinho,506,,,"cinematographer,writer,producer",Tiago Hespanha,,,"director,producer,editor",17,"['Drama', 'Musical', None]",45.0,1,5403,CZ,ET,1335,7.3
